,Date,Link,Tweet
0,2018-06-02 16:09:33,https://twitter.com/elonmusk/status/1002945324858552320,@RacusinJennifer @tycoonmindset05 The future
1,2019-02-26 13:38:28,https://twitter.com/elonmusk/status/1100389637615280128,"@annerajb @flcnhvy @DrivingSlate @TeslaParaTodos @JenniferSensiba @cleantechnica @28delayslater Maybe active in a month or so. Focus right now is getting to high speed, tight follow distance in test tunnel."
2,2019-02-26 13:35:38,https://twitter.com/elonmusk/status/1100388926429093888,"@annerajb @flcnhvy @DrivingSlate @TeslaParaTodos @JenniferSensiba @cleantechnica @28delayslater Yes, exciting potential"
3,2019-02-26 13:33:24,https://twitter.com/elonmusk/status/1100388364077850626,@flcnhvy @DrivingSlate @TeslaParaTodos @JenniferSensiba @cleantechnica @28delayslater Exactly
4,2019-02-26 12:25:14,https://twitter.com/elonmusk/status/1100371207491248128,@DrivingSlate @TeslaParaTodos @JenniferSensiba @cleantechnica @28delayslater Exactly. This has now happened several times. Something is broken with SEC oversight.
